Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,Q,4,5,5,1,5,2,3,5,2,1,2,0,0,0,35,"Yang, Bei"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,LCD,2,5,1,0,4,5,0,2,4,3,2,0,2,0,30,"Schneider, Rodrigo A"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,0,6,4,5,6,2,3,4,1,2,0,0,2,0,35,"Hwang, In Do"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,0,4,7,3,2,7,4,2,1,3,0,0,1,0,34,"Hwang, In Do"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,0,2,0,5,6,3,6,2,0,2,3,2,2,0,33,"Hwang, In Do"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,1,3,3,2,2,0,5,6,3,0,0,0,2,0,27,"Anderson, Patrese N"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,1,3,4,2,3,4,3,5,0,1,2,0,2,0,30,"Anderson, Patrese N"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,0,2,2,5,9,3,2,3,0,2,0,0,1,0,29,"Fernandez Guerr, Sofia"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,0,2,3,2,13,2,2,2,1,1,1,1,1,0,31,"Lee, Jae-Myun"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,2,7,4,6,4,1,3,5,0,0,2,0,0,0,34,"Lee, Jae-Myun"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,0,9,4,5,5,3,4,2,0,0,1,0,1,0,34,"Kim, Kwanghyun"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,LAB,1,3,1,2,0,5,2,1,0,3,0,1,3,0,22,"Kim, Kwanghyun"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,4,0,1,1,4,2,0,5,1,0,0,3,0,0,21,"Henao Arbelaez, Camila"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,4,5,3,3,4,6,6,5,2,3,1,5,0,0,47,"Henao Arbelaez, Camila"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,4,3,2,2,3,3,3,9,0,1,3,3,0,1,36,"Stevens, Alexander N"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,0,5,2,3,5,1,6,6,1,2,2,6,0,0,39,"Stevens, Alexander N"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,2,5,9,5,9,7,2,5,2,1,1,1,0,0,49,"Stevens, Alexander N"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,2,3,1,3,9,10,0,5,3,2,0,5,0,2,43,"Munoz Morales, Juan S"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,1,4,2,5,3,0,3,2,0,4,0,3,0,1,27,"Munoz Morales, Juan S"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,3,3,5,4,2,3,2,5,2,2,2,4,0,1,37,"Munoz Morales, Juan S"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,6,2,5,1,5,4,3,6,3,1,0,2,0,1,38,"Kelly, James C"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,8,5,4,2,6,3,3,6,3,5,1,4,0,0,50,"Bottan, Nicolas L"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,6,5,6,7,6,8,0,5,2,2,0,5,0,1,52,"Bottan, Nicolas L"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,3,4,9,9,4,5,4,1,6,0,2,0,0,1,47,"Bottan, Nicolas L"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,12,10,5,6,3,2,0,3,3,0,0,2,0,1,46,"Arga, Desak Nyoman Fi"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,4,6,9,6,7,3,3,6,2,0,0,0,0,1,46,"Arga, Desak Nyoman Fi"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,LAB,14,4,9,3,3,4,4,2,1,1,0,2,0,3,47,"Arga, Desak Nyoman Fi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,2,4,3,4,1,2,4,2,3,1,1,0,2,0,29,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,4,4,3,1,2,4,2,1,2,2,0,0,1,0,26,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,1,3,1,0,1,4,2,1,3,0,3,4,3,1,26,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,1,4,4,1,3,4,1,1,2,0,3,1,4,0,29,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,1,1,2,4,3,6,1,1,1,2,0,1,1,1,24,"Set, Eric B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,2,1,4,2,3,1,1,5,1,2,1,0,3,0,26,"Set, Eric B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,4,3,1,3,5,2,1,2,0,3,2,2,0,0,28,"Set, Eric B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,3,5,1,0,3,4,1,0,1,0,0,1,0,22,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,1,5,5,5,4,4,1,2,2,0,0,0,3,1,32,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,3,5,3,3,2,2,1,4,0,0,2,3,0,31,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,2,5,3,3,5,1,1,0,1,1,2,2,0,29,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,5,5,2,5,2,2,0,0,2,1,2,0,0,29,"Xu, Hui"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,5,3,3,2,0,2,2,0,2,1,1,0,1,24,"Xu, Hui"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,9,8,2,4,4,0,1,1,1,0,0,0,0,0,30,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,12,11,2,1,3,0,1,0,0,0,0,0,0,0,30,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,13,11,4,1,0,1,0,0,0,0,0,0,0,0,30,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,4,13,2,2,5,0,2,1,0,0,1,0,0,0,30,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,12,9,3,2,0,1,1,1,0,1,0,0,0,0,30,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,9,11,2,4,2,1,0,0,1,0,0,0,0,0,30,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,10,9,2,2,2,1,2,0,0,0,0,0,1,0,29,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,7,12,1,4,3,0,1,0,0,0,0,0,0,1,28,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,2,19,3,2,1,0,1,1,1,0,0,0,0,0,30,"Sahajdack, Thomas C"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,11,6,2,3,2,4,0,0,0,0,0,0,0,0,28,"Sahajdack, Thomas C"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,13,2,4,6,1,0,0,0,0,0,0,0,0,29,"Sahajdack, Thomas C"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,6,3,2,4,0,3,1,0,0,2,1,0,4,0,26,"Zuo, Bing"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,4,3,7,5,3,0,2,0,0,0,1,1,0,29,"Zuo, Bing"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,3,3,3,3,3,2,1,7,1,0,0,0,0,0,26,"Zuo, Bing"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,7,4,5,1,2,3,1,0,4,2,1,0,0,0,30,"Wu, Yue"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,6,8,4,0,3,0,3,1,0,1,0,0,1,0,27,"Wu, Yue"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,1,6,3,1,3,2,3,1,2,2,0,1,3,0,28,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,4,5,2,1,1,1,3,3,1,0,0,0,2,0,23,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,7,5,2,1,4,0,2,2,1,0,0,0,3,0,27,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,DIS,4,3,2,1,4,1,1,4,0,2,0,0,0,0,22,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,LCD,5,9,8,5,3,9,6,4,8,2,1,0,2,0,62,"Arvin-Rad, Hassan"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,LCD,2,4,7,4,8,5,5,7,4,3,3,0,1,0,53,"Arvin-Rad, Hassan"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,0,7,4,6,5,4,1,0,0,0,0,0,1,0,28,"Khan, Asad R"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,1,7,3,6,6,3,3,2,1,0,0,1,0,0,33,"Khan, Asad R"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,2,2,1,5,7,4,3,1,3,1,1,0,0,0,30,"Khan, Asad R"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,1,1,3,5,7,5,2,2,0,2,0,2,0,0,30,"Da Silva Cortes, Gustavo"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,5,1,4,4,2,4,8,2,0,1,1,0,0,0,32,"Da Silva Cortes, Gustavo"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,0,1,5,7,4,6,3,2,0,0,2,1,1,0,32,"Da Silva Cortes, Gustavo"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,DIS,1,7,5,9,2,4,1,1,1,0,0,1,0,0,32,"Khan, Asad R"
2016,Spring,2016-sp,ECON,411,Public Sector Economics,LCD,3,4,0,4,6,4,2,5,4,1,2,0,2,0,37,"Arvin-Rad, Hassan"
2016,Spring,2016-sp,ECON,420,International Economics,LCD,32,63,62,37,17,8,6,1,1,0,0,0,0,0,227,"Aurelio Duarte, Joao Bern"
2016,Spring,2016-sp,ECON,440,Economics of Labor Markets,LCD,2,4,6,6,2,2,1,0,0,0,0,0,1,0,24,"Borgschulte, Mark J"
2016,Spring,2016-sp,ECON,450,Development Economics,LCD,1,5,4,5,4,4,2,2,0,1,1,1,0,0,30,"Veras De Paiva, Henrique"
2016,Spring,2016-sp,ECON,452,The Latin American Economies,LCD,7,37,36,53,63,26,15,23,1,4,0,0,0,2,265,"Baer, Werner"
2016,Spring,2016-sp,ECON,462,Macroeconomic Policy,LCD,2,4,5,4,4,6,2,1,0,0,2,0,1,0,31,"Zhao, Rui"
2016,Spring,2016-sp,ECON,469,Economics of Risk,LCD,6,4,12,5,2,0,0,0,1,0,0,2,0,0,32,"Sahakyan, Zaruhi M"
2016,Spring,2016-sp,ECON,471,Intro to Applied Econometrics,LCD,0,6,9,7,6,6,3,2,0,0,0,0,0,0,39,"Yang, Lanwei J"
2016,Spring,2016-sp,ECON,480,Industrial Comp and Monopoly,LCD,1,7,11,2,6,2,2,1,2,1,0,0,0,0,35,"Toossi, Ali"
2016,Spring,2016-sp,ECON,480,Industrial Comp and Monopoly,LCD,10,9,4,4,0,3,0,0,2,0,1,0,3,0,36,"Marshall, Guillermo"
2016,Spring,2016-sp,ECON,483,Econ of Innovation and Tech,LCD,8,3,8,6,2,4,2,3,0,0,0,0,1,0,37,"Lemus Encalada, Jorge A"
2016,Spring,2016-sp,ECON,484,Law and Economics,LCD,2,5,0,2,7,2,0,2,3,0,2,0,4,1,29,"Carlson, Jeffrey L"
2016,Spring,2016-sp,ECON,490,Financial Econometrics,LCD,4,9,4,7,4,0,0,0,0,0,0,0,0,1,28,"Lee, JiHyung"
2016,Spring,2016-sp,ECON,490,International Finance,LCD,3,8,7,6,6,3,0,0,0,0,0,0,0,0,33,"Bebczuk, Ricardo N"
2016,Spring,2016-sp,ECON,490,Economics of War & Terrorism,LCD,0,8,4,10,4,1,0,0,0,0,0,0,0,1,27,"Das, Satya P"
2016,Spring,2016-sp,ECON,490,International Trade,LCD,2,2,7,4,10,3,1,1,0,0,0,0,0,1,30,"Vardanyan, Ani"
2016,Spring,2016-sp,ECON,490,Political Economy,LCD,0,1,1,4,3,1,4,3,0,0,2,0,2,0,21,"Quigley, David"
2016,Spring,2016-sp,ECON,490,Financial Economics,LCD,0,7,4,12,6,1,1,0,0,0,0,0,0,0,31,"Das, Satya P"
2016,Spring,2016-sp,ECON,490,Auctions,LCD,0,16,6,1,4,0,1,1,0,0,0,0,0,0,29,"Shafer, Rachel C"
2016,Spring,2016-sp,ECON,490,Game Theory,LCD,3,1,3,1,2,2,2,1,1,0,4,4,0,2,24,"Fung, Juan F"
2016,Spring,2016-sp,ECON,490,Economic Forecasting,LCD,7,6,3,2,2,2,0,1,0,0,0,0,0,0,23,"Shin, Min Chul"
2016,Spring,2016-sp,ECON,490,Migration & Econ Development,LCD,3,3,6,5,2,1,0,0,2,0,1,0,0,0,23,"Kleemans, Maria"
2016,Spring,2016-sp,ECON,490,Financial Economics,LCD,13,4,4,3,3,3,2,0,2,0,0,0,0,0,34,"Wang, Xin"
2016,Spring,2016-sp,ECON,490,Monetary Economics,LCD,1,6,8,2,2,9,2,2,1,0,1,0,0,0,34,"Zhao, Rui"
2016,Spring,2016-sp,ECON,490,American Economic History,LCD,9,9,2,10,5,3,2,0,0,1,0,0,0,0,41,"DiIanni, Isaac"
2016,Spring,2016-sp,ECON,490,Econ of Poverty Alleviation,LCD,2,7,7,1,7,2,5,3,1,0,0,0,0,0,35,"Osman, Adam M"
2016,Spring,2016-sp,ECON,490,Game Theory,LCD,3,6,0,2,5,3,2,1,4,0,1,0,0,0,27,"Li, Zening"
2016,Spring,2016-sp,ECON,503,Econometrics,LEC,3,5,4,4,6,4,3,0,0,0,0,0,0,0,29,"Agiakloglou, Christos"
2016,Spring,2016-sp,ECON,503,Econometrics,LEC,5,8,2,6,5,3,0,0,0,0,0,0,0,0,29,"Agiakloglou, Christos"
2016,Spring,2016-sp,ECON,514,International Financial,LCD,7,13,8,2,4,0,0,0,0,0,0,0,0,0,34,"Bebczuk, Ricardo N"
2016,Spring,2016-sp,ECON,516,Monetary Theory,LCD,7,8,6,6,6,0,0,0,0,0,0,0,0,0,33,"Bebczuk, Ricardo N"
2016,Spring,2016-sp,ECON,528,Microeconomics for Business,ONL,1,43,24,13,6,1,2,1,1,0,0,0,0,0,92,"DeBrock, Lawrence M"
2016,Spring,2016-sp,ECON,528,Microeconomics for Business,ONL,0,14,6,0,1,1,2,0,0,0,0,0,0,0,24,"DeBrock, Lawrence M"
2016,Spring,2016-sp,ECON,533,Microeconomic Theory II,LEC,0,13,4,5,6,2,0,0,0,0,0,0,0,0,30,"Riley, Blake"
2016,Spring,2016-sp,ECON,534,Macroeconomic Theory II,LEC,3,10,4,9,0,2,0,0,0,0,0,0,0,0,28,"Feng, Zhigang"
2016,Spring,2016-sp,EDUC,202,Social Justice Sch & Society,LCD,40,53,5,3,0,0,1,2,0,0,0,0,0,0,104,"Gutierrez, Rochelle"
2016,Spring,2016-sp,EIL,422,Engl Grammar for ESL Teachers,LCD,2,17,4,2,1,0,0,0,0,0,1,0,0,0,27,"Franks, Suzanne C"
2016,Spring,2016-sp,EIL,460,Principles of Language Testing,LCD,0,26,0,0,0,1,0,0,0,0,0,0,0,0,27,"Yan, Xun"
2016,Spring,2016-sp,ENG,198,Technical Communication,LCD,0,28,0,0,1,0,0,0,0,0,0,0,0,0,29,"Brunet, Marie-Christine"
2016,Spring,2016-sp,ENG,333,"Creativity, Innovation, Vision",LCD,1,14,5,2,1,0,0,0,0,0,0,0,0,0,23,"Litchfield, J B"
2016,Spring,2016-sp,ENG,333,"Creativity, Innovation, Vision",LCD,7,10,1,1,0,1,1,0,0,0,0,0,0,0,21,"Litchfield, J B"
2016,Spring,2016-sp,ENG,360,Lect in Engrg Entrepreneurship,LCD,75,18,10,2,0,0,4,0,0,0,0,0,0,0,109,"Taylor, Jed L"
2016,Spring,2016-sp,ENG,460,Entrepreneurship for Engineers,LCD,39,1,2,1,1,0,0,0,0,0,0,0,0,0,44,"Taylor, Jed L"
2016,Spring,2016-sp,ENG,466,High-Tech Venture Marketing,LCD,0,29,6,3,0,0,1,0,0,0,0,0,1,0,40,"Shabbir, Muhammad S"
2016,Spring,2016-sp,ENG,471,Seminar Energy & Sustain Engrg,LCD,7,6,10,7,4,7,1,0,1,0,0,1,0,0,44,"Abelson, John R"
2016,Spring,2016-sp,ENG,565,Technol Innovation & Strategy,LCD,0,31,2,1,0,0,0,0,0,0,0,0,0,0,34,"Chopra, Sanjiv"
2016,Spring,2016-sp,ENG,571,Theory Energy & Sustain Engrg,LCD,10,12,16,1,0,0,0,0,0,0,0,0,0,0,39,"Singer, Clifford E"
2016,Spring,2016-sp,ENGL,101,Intro to Poetry,LCD,0,3,6,5,1,2,2,1,1,0,0,0,0,0,21,"Dean, Timothy J"
2016,Spring,2016-sp,ENGL,103,Intro to Fiction,LCD,2,7,4,1,3,0,0,1,0,0,0,0,3,0,21,"Lumbley, Coral"
2016,Spring,2016-sp,ENGL,104,Intro to Film,LCD,1,5,9,9,1,0,0,1,2,0,0,0,0,0,28,"Basu, Anustup"
2016,Spring,2016-sp,ENGL,104,Intro to Film,LCD,0,2,3,7,3,3,1,0,1,0,0,0,1,0,21,"Slobodnik, Sydney J"
2016,Spring,2016-sp,ENGL,104,Intro to Film,LCD,0,6,4,6,6,1,3,1,0,0,0,0,1,0,28,"Shetina, Michael D"
2016,Spring,2016-sp,ENGL,109,Intro to Fiction-ACP,LCD,0,13,3,3,2,0,0,2,0,0,0,0,0,0,23,"Dullea, Dennis E"
2016,Spring,2016-sp,ENGL,109,Intro to Fiction-ACP,LCD,0,3,9,6,2,1,0,1,0,0,0,0,0,0,22,"Paterson, Alexandra J"
2016,Spring,2016-sp,ENGL,119,Literature of Fantasy,LCD,2,16,8,6,1,0,1,0,0,0,0,0,0,0,34,"Baron, Iryce W"
2016,Spring,2016-sp,ENGL,120,Science Fiction,LCD,1,13,15,0,3,1,0,0,2,0,0,0,0,0,35,"Littlefield, Melissa M"
2016,Spring,2016-sp,ENGL,121,Comics and Graphic Narratives,LCD,4,6,7,3,3,2,1,0,2,0,0,0,1,0,29,"Barrett, Robert W"
2016,Spring,2016-sp,ENGL,200,Intro to the Study of Lit,LCD,0,11,4,5,1,0,0,0,0,0,0,0,2,0,23,"Cole, Lucinda"
2016,Spring,2016-sp,ENGL,200,Intro to the Study of Lit,LCD,0,7,7,8,0,0,1,0,0,0,0,0,1,0,24,"Pollock, Anthony"
2016,Spring,2016-sp,ENGL,202,Medieval Lit and Culture,LCD,0,17,0,1,2,0,1,1,0,0,1,1,2,0,26,"Wong, Jessica"
2016,Spring,2016-sp,ENGL,204,Renaissance Lit and Culture,LCD,0,1,6,9,6,2,0,0,0,0,0,0,0,0,24,"Gray, Catharine E"
2016,Spring,2016-sp,ENGL,206,Enlightenment Lit and Culture,LCD,3,13,5,6,2,0,0,0,0,0,0,0,3,0,32,"Cole, Lucinda"
2016,Spring,2016-sp,ENGL,207,Romantic Lit and Culture,LCD,0,5,8,6,2,0,0,2,0,0,0,0,1,0,24,"Wood, Gillen D"
2016,Spring,2016-sp,ENGL,218,Introduction to Shakespeare,LCD,0,7,11,9,2,0,0,0,0,0,0,0,1,0,30,"Newcomb, Lori H"
2016,Spring,2016-sp,ENGL,245,The Short Story,LCD,0,15,7,8,1,0,1,0,0,0,0,0,1,0,33,"Pollock, Anthony"
2016,Spring,2016-sp,ENGL,253,"Video Games, Digital Texts....",LCD,0,16,5,7,3,0,0,0,1,0,0,0,0,0,32,"Byrd, Jodi"
2016,Spring,2016-sp,ENGL,270,Crime Films,LCD,6,5,2,1,3,3,0,1,0,0,1,0,0,0,22,"Camargo, Sandra"
2016,Spring,2016-sp,ENGL,273,American Cinema Since 1950,LCD,3,4,5,1,5,2,1,1,1,1,1,0,0,0,25,"Camargo, Sandra"
2016,Spring,2016-sp,ENGL,301,CriticalApproaches to Lit&Text,LCD,0,5,9,3,4,2,2,0,0,0,0,0,1,0,26,"Basu, Manisha"
2016,Spring,2016-sp,ENGL,301,CriticalApproaches to Lit&Text,LCD,0,13,1,0,2,0,2,1,2,0,0,0,0,0,21,"Gaedtke, Andrew"
2016,Spring,2016-sp,ENGL,301,CriticalApproaches to Lit&Text,LCD,0,13,2,3,0,1,0,0,0,0,0,0,2,0,21,"Parker, Robert D"
2016,Spring,2016-sp,ENGL,301,CriticalApproaches to Lit&Text,LCD,0,6,19,2,0,0,0,0,0,0,0,0,0,0,27,"Hansen, James A"
2016,Spring,2016-sp,ENGL,330,Slavery and Identity,LCD,0,15,2,2,2,1,0,0,0,0,0,0,0,1,22,"Freeburg, Christopher C"
2016,Spring,2016-sp,ENGL,418,Shakespeare,LCD,1,10,8,6,1,4,0,2,0,0,0,0,5,0,37,"Newcomb, Lori H"
2016,Spring,2016-sp,ENGL,428,British Drama 1660-1800,LCD,1,3,9,6,1,0,0,0,0,0,0,0,1,0,21,"Markley, Robert"
2016,Spring,2016-sp,ENGL,455,William Faulkner,LCD,0,7,17,0,0,0,0,1,0,0,0,0,1,0,26,"Hansen, James A"
2016,Spring,2016-sp,ENVS,301,Tools for Sustainability,LCD,1,6,2,5,0,5,2,0,0,0,0,0,0,1,21,"Khanna, Madhu"
2016,Spring,2016-sp,EPS,201,Foundations of Education,DIS,1,4,4,10,0,2,0,0,0,0,0,0,1,0,22,"Jo, Katherine K"
2016,Spring,2016-sp,EPS,202,Foundations of Education-ACP,DIS,3,15,2,1,1,0,0,0,0,0,0,0,0,0,22,"Terry, Charles T"
2016,Spring,2016-sp,EPS,202,Foundations of Education-ACP,DIS,0,12,5,3,1,2,0,0,0,0,0,0,0,0,23,"Johnson, Alisha D"
2016,Spring,2016-sp,EPS,310,Race and Cultural Diversity,LEC,4,8,3,2,2,1,0,2,1,0,0,0,1,0,24,"Anderson, James D"
2016,Spring,2016-sp,EPS,325,Social Media and Global Change,LCD,1,8,11,3,4,1,0,0,0,0,0,0,0,0,28,"Herrera, Linda"
2016,Spring,2016-sp,EPS,411,School and Society,ONL,1,13,5,5,0,0,0,0,0,0,0,0,0,0,24,"Burbules, Nicholas C"
2016,Spring,2016-sp,EPS,580,Researching Global Education,ONL,0,22,0,1,0,0,0,0,0,0,0,0,0,1,23,"Witt, Mary A"
2016,Spring,2016-sp,EPSY,201,Educational Psychology,LEC,10,110,21,8,8,4,0,2,0,0,0,0,4,0,167,"Zola, David"
2016,Spring,2016-sp,EPSY,202,Exploring Cultural Diversity,LEC,16,16,3,6,12,1,3,4,2,0,1,1,1,0,66,"Landrum-Brown, Joycelyn"
2016,Spring,2016-sp,EPSY,220,Career Theory and Practice,LCD,4,12,0,2,7,0,0,0,0,0,1,0,1,0,27,"Earl, Katherine A"
2016,Spring,2016-sp,EPSY,220,Career Theory and Practice,ONL,0,18,1,2,2,2,0,1,0,0,0,0,0,0,26,"Yates, Jenna A"
2016,Spring,2016-sp,EPSY,220,Career Theory and Practice,LCD,7,15,1,0,1,0,0,0,0,0,0,0,0,0,24,"Colbert, Cassandra L"
2016,Spring,2016-sp,EPSY,420,Theories of Psychotherapy,LCD,0,7,7,15,17,8,10,7,2,3,2,0,3,3,81,"Lyubansky, Mikhail"
2016,Spring,2016-sp,EPSY,430,Early Adolescent Development,LEC,55,13,5,2,4,1,1,0,0,0,0,0,0,0,81,"Berry, Daniel J"
2016,Spring,2016-sp,EPSY,480,Educational Statistics,ONL,1,5,9,2,5,4,0,0,0,0,0,0,0,0,26,"Cromley, Jennifer G"
2016,Spring,2016-sp,EPSY,480,Educational Statistics,ONL,2,4,6,0,6,4,3,0,1,0,1,0,5,0,32,"Crues, Robert W"
2016,Spring,2016-sp,EPSY,490,Prep for Recruitment Counselor,LCD,0,81,0,0,3,0,0,0,0,0,0,0,0,0,84,"Brown, Dawn M"
2016,Spring,2016-sp,EPSY,581,Applied Regression Analysis,LCD,3,11,10,7,2,0,0,1,0,0,0,0,0,0,34,"Cromley, Jennifer G"
2016,Spring,2016-sp,ESE,389,Environ &Sust Field Expedition,DIS,6,8,5,2,0,0,0,0,0,0,0,0,0,0,21,"Haber, Laura G"
2016,Spring,2016-sp,ESE,445,Earth Resources Sustainability,ONL,6,11,6,5,3,1,0,0,1,0,0,0,2,1,35,"Cole, Todd M"
2016,Spring,2016-sp,FAA,499,Foundations of Business,LCD,1,7,25,0,14,0,0,0,0,0,0,0,0,0,47,"Carroll, Sandra"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,1,10,2,2,5,3,1,4,1,1,1,0,1,0,32,"Huang, Ruidi"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,2,14,1,1,10,2,4,6,1,0,1,0,1,0,43,"Huang, Ruidi"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,0,8,1,3,9,1,1,3,1,0,1,0,1,1,29,"Oh, Eunji"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,1,8,3,2,10,1,5,8,2,0,2,0,1,0,43,"Kim, Hyun"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,1,6,2,2,10,4,3,4,1,0,1,0,2,0,36,"Oh, Eunji"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,2,16,3,2,4,2,2,3,2,0,2,0,2,1,40,"Kim, Hyun"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,2,14,1,3,11,1,4,5,0,0,2,0,0,0,43,"Huang, Ruidi"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,1,17,3,3,12,2,1,4,0,0,0,0,1,0,44,"Kim, Hyun"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,0,10,4,5,5,2,1,4,2,1,2,0,1,0,37,"Polhuy, Oksana"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,0,11,4,1,11,6,4,2,2,1,1,0,1,0,44,"Shahhosseini, Mehrnoush"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,0,7,2,1,8,2,1,3,3,1,5,0,2,0,35,"Polhuy, Oksana"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,1,11,1,2,13,1,1,7,2,1,2,0,2,1,44,"Shahhosseini, Mehrnoush"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,0,6,3,3,9,2,3,6,4,3,2,0,1,0,42,"Shahhosseini, Mehrnoush"
2016,Spring,2016-sp,FIN,221,Corporate Finance,DIS,0,8,4,2,9,1,3,6,1,0,2,0,1,1,37,"Oh, Eunji"
